id,sales
0,9.35574722290039
1,13.045173645019531
2,12.78812026977539
3,13.710468292236328
4,14.529438018798828
5,16.405338287353516
6,18.579662322998047
7,8.340435028076172
8,12.108161926269531
9,11.47195053100586
10,12.75204849243164
11,13.479667663574219
12,15.226654052734375
13,17.993534088134766
14,7.8736724853515625
15,11.603214263916016
16,11.673347473144531
17,13.173519134521484
18,13.733978271484375
19,15.632438659667969
20,18.717891693115234
21,8.285633087158203
22,12.036434173583984
23,11.916839599609375
24,13.156875610351562
25,13.485511779785156
26,15.394187927246094
27,19.12488555908203
28,8.972545623779297
29,13.181011199951172
30,12.91229248046875
31,13.868171691894531
32,14.642738342285156
33,17.119586944580078
34,20.07488250732422
35,8.950920104980469
36,12.873878479003906
37,12.576732635498047
38,13.91033935546875
39,13.895191192626953
40,15.982841491699219
41,19.130943298339844
42,8.752559661865234
43,12.72292709350586
44,12.540313720703125
45,14.391754150390625
46,14.364917755126953
47,16.58358383178711
48,19.599205017089844
49,9.110115051269531
50,13.615978240966797
51,13.570213317871094
52,15.118083953857422
53,14.927558898925781
54,17.508277893066406
55,20.58293914794922
56,10.001529693603516
57,14.530094146728516
58,14.850410461425781
59,18.02124786376953
60,17.754932403564453
61,20.037677764892578
62,23.412586212158203
63,12.403823852539062
64,16.637374877929688
65,16.956268310546875
66,18.387237548828125
67,18.125370025634766
68,20.12664031982422
69,22.98434066772461
70,11.963371276855469
71,16.186363220214844
72,17.1015625
73,18.47249984741211
74,17.95745849609375
75,20.064105987548828
76,22.976490020751953
77,11.887569427490234
78,15.553936004638672
79,16.634384155273438
80,17.89517593383789
81,17.528446197509766
82,20.14673614501953
83,22.399261474609375
84,11.607254028320312
85,15.694149017333984
86,16.660423278808594
87,18.475231170654297
88,18.486492156982422
89,21.979148864746094
90,17.48225975036621
91,20.039836883544922
92,20.0372314453125
93,23.217241287231445
94,26.342601776123047
95,26.335874557495117
96,28.39462661743164
97,15.724882125854492
98,19.104520797729492
99,19.629039764404297
100,22.48623275756836
101,26.001800537109375
102,26.128795623779297
103,28.48632049560547
104,15.579971313476562
105,18.94500160217285
106,19.22509002685547
107,22.125267028808594
108,26.615678787231445
109,26.62380027770996
110,28.671249389648438
111,16.100784301757812
112,20.052112579345703
113,20.259140014648438
114,22.569395065307617
115,25.867115020751953
116,26.17055892944336
117,28.522916793823242
118,15.648914337158203
119,19.634279251098633
120,20.43367576599121
121,22.486909866333008
122,26.80414581298828
123,27.441539764404297
124,30.210073471069336
125,17.104236602783203
126,20.965261459350586
127,21.45637321472168
128,23.629356384277344
129,26.87027359008789
130,27.457700729370117
131,29.989028930664062
132,17.23406982421875
133,20.928516387939453
134,21.45343589782715
135,23.635725021362305
136,26.947904586791992
137,28.3609561920166
138,30.86014175415039
139,17.644258499145508
140,22.011150360107422
141,22.83517074584961
142,25.592374801635742
143,28.404605865478516
144,29.94754981994629
145,33.09482955932617
146,19.138761520385742
147,23.566904067993164
148,24.29697036743164
149,28.4322509765625
150,31.379732131958008
151,32.704423904418945
152,35.558698654174805
153,21.414447784423828
154,25.764596939086914
155,25.656044006347656
156,28.4252872467041
157,31.103412628173828
158,32.5661735534668
159,34.87131309509277
160,20.44542121887207
161,25.359092712402344
162,25.86663055419922
163,28.64487648010254
164,31.764888763427734
165,33.91216468811035
166,36.62177658081055
167,22.036334991455078
168,26.62588119506836
169,27.405132293701172
170,29.674808502197266
171,32.58901405334473
172,34.156761169433594
173,36.98849868774414
174,21.413639068603516
175,26.315200805664062
176,27.058698654174805
177,29.030790328979492
178,32.3917293548584
179,35.04037094116211
180,13.571756362915039
181,17.56513214111328
182,17.568607330322266
183,19.88320541381836
184,19.715787887573242
185,23.630769729614258
186,23.806154251098633
187,14.042217254638672
188,17.6915225982666
189,17.98579978942871
190,20.327823638916016
191,20.010488510131836
192,23.65700340270996
193,23.83479118347168
194,14.010107040405273
195,17.767704010009766
196,18.110105514526367
197,20.618167877197266
198,20.899288177490234
199,24.599428176879883
200,24.461027145385742
201,14.436956405639648
202,17.4476375579834
203,17.616832733154297
204,19.9443359375
205,20.273181915283203
206,24.342912673950195
207,24.403894424438477
208,14.532772064208984
209,18.072160720825195
210,18.351457595825195
211,20.799579620361328
212,21.49608039855957
213,25.434274673461914
214,25.82887840270996
215,16.083282470703125
216,19.528284072875977
217,19.422096252441406
218,21.279312133789062
219,22.14990234375
220,26.1932315826416
221,25.768896102905273
222,16.15607452392578
223,19.258394241333008
224,19.488807678222656
225,20.683868408203125
226,22.288803100585938
227,25.703237533569336
228,25.523988723754883
229,16.26578140258789
230,19.22734832763672
231,19.322097778320312
232,20.60194206237793
233,22.704830169677734
234,26.287220001220703
235,26.038192749023438
236,17.15714454650879
237,20.515525817871094
238,21.476835250854492
239,24.099641799926758
240,26.014625549316406
241,29.820507049560547
242,29.292604446411133
243,20.205726623535156
244,23.688722610473633
245,24.52635955810547
246,25.153268814086914
247,27.417274475097656
248,30.921886444091797
249,30.660646438598633
250,21.650911331176758
251,24.651086807250977
252,25.46711540222168
253,26.062049865722656
254,28.266490936279297
255,31.355361938476562
256,30.54405975341797
257,20.482458114624023
258,23.73910140991211
259,24.521156311035156
